DEPT;RHOB;TR;VP
5325;2.41674;5;12185.73
5326;2.37533;4;12114.8
5327;2.37569;3;11719.25
5328;2.37596;3;11232.16
5329;2.37203;3;11173.87
5330;2.36092;3;11104.92
5331;2.3964;4;10964.32
5332;2.41488;5;11035.29
5333;2.39776;5;11455.95
5334;2.39369;5;12046.53
5335;2.3693;5;11957.15
5336;2.38127;5;12105.25
5337;2.36652;5;11877.7
5338;2.36244;5;11465.41
5339;2.35515;5;11334.38
5340;2.35452;5;11419.98
5341;2.39348;5;11392.7
5342;2.39616;4;11593.12
5343;2.41222;5;11626.74
5344;2.42772;5;11969.07
5345;2.38875;5;11916.53
5346;2.37579;5;11814.63
5347;2.33917;4;11391.24
5348;2.33142;5;11228.08
5349;2.30249;5;11065.49
5350;2.32478;4;10801.05
5351;2.32763;3;10633.89
5352;2.37218;5;10532.88
5353;2.43109;5;10608.26
5354;2.47801;5;11097.6
5355;2.46401;5;11490.46
5356;2.45506;5;12189.36
5357;2.46569;5;12757.95
5358;2.46057;5;13146.28
5359;2.44854;5;13257.01
5360;2.47984;5;13322.46
5361;2.44121;5;13195.89
5362;2.33899;5;13108.72
5363;2.31133;5;11629.36
5364;2.31702;5;11316.75
5365;2.31325;3;10447.83
5366;2.31934;3;10197.34
5367;2.3433;5;10233.98
5368;2.35087;3;10245.52
5369;2.37366;3;10519.04
5370;2.36863;3;10623.03
5371;2.38094;5;10678.18
5372;2.38022;5;10984.85
5373;2.3459;3;10791.48
5374;2.37165;3;10484.95
5375;2.43079;4;10495.81
5376;2.38673;5;10694.8
5377;2.3773;5;10901.55
5378;2.3676;5;10926.64
5379;2.33445;5;10908.41
5380;2.33046;5;10909.82
5381;2.31898;4;10739.11
5382;2.32572;4;10462.16
5383;2.35796;3;10397.52
5384;2.46251;5;10742.52
5385;2.47184;5;11821.38
5386;2.40354;5;11916.51
5387;2.35464;5;12289.5
5388;2.3614;4;11716.23
5389;2.37293;4;11397.53
5390;2.36601;3;11076.15
5391;2.4009;5;11094.59
5392;2.38333;5;11004.79
5393;2.38849;5;11284.74
5394;2.37914;5;11961.08
5395;2.42292;5;11998.91
5396;2.45152;5;12501.11
5397;2.42036;5;12686.62
5398;2.37357;5;12502.66
5399;2.29213;5;11850.17
5400;2.2759;5;11323.4
5401;2.30723;5;10590.82
5402;2.34198;5;10321.44
5403;2.36777;5;10184.6
5404;2.33655;4;10229.79
5405;2.37268;3;10259.12
5406;2.42161;5;10635.75
5407;2.42401;5;11181.38
5408;2.39931;5;11335.18
5409;2.31503;2;11032.19
5410;2.30617;2;10571.52
5411;2.34286;2;10441.29
5412;2.39545;3;10732.87
5413;2.39941;4;11022.29
5414;2.40428;4;11205.24
5415;2.38471;3;11277.71
5416;2.413;5;11185.01
